,caption,date,customer,rating,transcript
280,What can I say ?! , March 2019,Jenben71,5.0,"<q class=""IRsGHoPm"">
 <>
  Well it’s got to be by far the finest hotel we have every stayed with service to match. The gardens and pool are immaculate, staff super attentive. And with a room looking across to the Taj Mahal what more could you wish for? Advice, try to get your Taj tickets on line by E ticket saves loads of hassle. Get a good guide, we used Asif Ali a local man on: +91 98373 46513 he has studied Indian history in depth and was a Joy to be with. Enjoy the Taj Mahal is breath taking.
 </>
</q>"
281,Colonial luxury , March 2019,Hollybelle1,5.0,"<q class=""IRsGHoPm"">
 <>
  It was like stepping back 100 years when we arrived at this luxury hotel.   Reminiscent of the Raj but with all mod cons.  Having stayed at 2 other Oberi, this had the most character.   The same high standard of service and facilities.
 </>
</q>"
282,Ridiculously Amazing, March 2019,Paul M,5.0,"<q class=""IRsGHoPm"">
 <>
  First- staff is top notch. Example- we needed next day 4:30 am hair and makeup for our Taj visit.  Complimentary- no problem.  They did great.   Pool is gorgeous. Views are amazing.  Relatively quiet.  5 star +.  Cannot say enough.
 </>
</q>"
283,Overwhelmed with Jai's service😃, March 2019,Ayantika,5.0,"<q class=""IRsGHoPm"">
 <>
  I'm impressed by the smiling faces all around. Overwhelmed with the services of the bartender named  Jai✌️And he suggested some good drinks also. All the staffs  were attentive and friendly . Really asset to your company .
 </>
</q>"
284,This is a wonderful place to stay, March 2019,paulpeterstone,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi Amarvilas is arguably the best hotel we have ever stayed in. Our suite B. K. Nehru (512) was a dream, large spacious and beautifully appointed, every room within the suite had a wonderful view of the Taj Mahal and with a spacious veranda. The grounds and pool area are magnificent. Staff are very friendly and keen to please. Its location is excellent for visits to the Taj Mahal, with electric carts to take you up to the entrance area. We wish we had stayed longer and feel there was so much more to be enjoyed there, which we didn’t even manage to see, let alone experience. It is a truly wonderful place to stay.
 </>
</q>"
285,Unbelievable place, March 2019,johnbl1,5.0,"<q class=""IRsGHoPm"">
 <>
  I have traveled the world and stayed at the finest 5 star hotels including the Rosewood, 4 Seasons ,Mandarin Oriental and others, however nothing compares to the service and quality of the rooms and dining as exists at the Agra Oberoi.    My only regret is having to leave this oasis of a hotel in a fascinating city.    Yes it is expensive, but this jewel is worth every penny and then some.   Don’t hesitate....just experience this once in a lifetime memorable hotel!!    I am not a paid schill or employee of this hotel I can assure you ...just a well traveled individual who will never forget this place.   A special thanks to Mr Chandra, the asst manger for overseeing such a magnificent hotel!!
 </>
</q>"
286,Beyond my wildest dreams, March 2019,Curlywurly,5.0,"<q class=""IRsGHoPm"">
 <>
  It was my dream to visit the Taj Mahal for my 50th birthday. I would never have booked this hotel but my friend is extravagant, and I am very glad of that. We were advised we only needed one night here, but if you can stretch to more, then my advice is that it is money well spent. We were sad to leave after 3 nights of luxury and indulgence.  From the moment we arrived to the moment we left we were treated like royalty.  The staff is, without exception, extraordinary. My birthday was celebrated as much by them as it was by me, and I was overwhelmed by their kindness. Special mention for Deepak, Shripal and Marc.  When we arrived, I cried. The view of the Taj from the reception, and also from the guest rooms, is amazing.  It has that effect on you. On top of which to stay in this
 </>
 <>
  …
 </>
</q>"
287,Beautiful , March 2019,Veryadvisor,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is beautiful. You can see the Taj Mahal directly from your terrace in the room. The hotel needs a refurbishment but the view is priceless.  The hotel staff is caring and attentive  The food is delicious
 </>
</q>"
288,Couldn’t get better, March 2019,Max B,5.0,"<q class=""IRsGHoPm"">
 <>
  From the amazing view every room offers on the Taj Mahal, over the very comfortable rooms with all features you may wish, the very helpful staff until the delicious food we had, everything was just perfect.
 </>
</q>"
289,Unobstructed View of the Taj Mahjal from Rooms, February 2019,LovetheBigIsland,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is situated to maximize its view of the Taj Mahal.  Short rides on their electric carts bring you to the entrance of the site within minutes.  Rooms are well appointed and we found the hotels staff to be very accommodating.    We had a minor issue (very minor) that we brought to their attention (we were there for two nights).  They asked if we wanted to move; but, we indicated we were fine - the front desk manager set aside another room in case we changed our mind (we did not).     For our entire stay, we found the staff to be accommodating and very focused on making sure our stay was comfortable and luxurious.  Mission accomplished.
 </>
</q>"
290,"This Is A Redemption Story, Leading To Positive Experience", March 2019,NJsPlanet,5.0,"<q class=""IRsGHoPm"">
 <>
  We just returned from a 15-night stay at Oberoi Group hotels and resorts in India, the last two nights of which we stayed at The Oberoi Amarvilas, Agra.  Our experience at this hotel was a bit of a journey, but ultimately ended with a very positive view of the customer service and care exhibited by this hotel.  There will sometimes be issues that arise during a stay, in spite of best efforts, but the key is how the hotel responds to them.  The Oberoi Amarvilas, Agra went above and beyond to ensure that our stay was memorable and ended our trip on a positive note.  We booked a Premier Room through the Oberoi website, with a rate that included daily breakfast for two.  Upon arrival at the hotel, we were warmly greeted by the staff and provided a welcome drink while they explained
 </>
 <>
  …
 </>
</q>"
291,Best Holiday experience..., March 2019,Talatis,5.0,"<q class=""IRsGHoPm"">
 <>
  Our first visit to the Oberoi Amarvilas was in November 2017, when Mr. Abhishek Panchikar and his team made us feel like royalty.  We were back at The Oberoi Amarvilas in November 2018 and this trip was by far our Best Holiday Ever. After this magical experience out daughter decided that she wants to spend all her holidays at The Oberoi Amarvilas which she now fondly calls her Castle. This is the only Hotel which brings tears in her eyes during check-out. So in February 2019 we were back to relive the magic of the Oberoi Amarvilas and received a warm welcome from Ms. Prachi &amp; Mr. Marc.  Mr. Aakash at the Bellevue Restaurant along with his team members Navya, Harshit, Mandeep, Inderdeep made our dinning experiences extremely comfortable. They knew exactly what we liked and
 </>
 <>
  …
 </>
</q>"
292,Perfection. , January 2019,JimmyTheAdventurer,5.0,"<q class=""IRsGHoPm"">
 <>
  Instagram: @travelyaps  This hotel screams luxury. Expect lots of American people (not that that’s a bad thing). You’re minutes from the Taj Mahal so location is great in that sense, however at night it’s lonely. The hotel has a phenomenal selection of high end restaurants. The pools are drop dead gorgeous.
 </>
</q>"
293,This is what a hotel should be like, February 2019,Richard G,5.0,"<q class=""IRsGHoPm"">
 <>
  This is one of the best hotels I have ever stayed in.  The staff made my family feel as though we were the only guests there.  The location, the rooms, the pool, the two restaurants and the service are all excellent.  It is well worth the money.
 </>
</q>"
294,Excellent service in an excellent hotel!, February 2019,DavidCollins,5.0,"<q class=""IRsGHoPm"">
 <>
  We arrived at the hotel very tired, having endured a difficult journey from our previous destination. As soon as we walked in, the staff gave us a welcome which ensured that we soon forgot the bad travelling experience.  As with all the rooms in this magnificent hotel, we had a fabulous view of the Taj Mahal. The room was very comfortable, and the rose leaves placed in the bath added a very special touch. Our needs were frequently anticipated by an attentive and extremely warm staff, which just enhanced our experience of being in Agra.
 </>
</q>"
295,Very good hotel in perfect location for Taj Mahal, March 2019,TheArmchair,4.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi Amarvilas is a very good offer in the area, which looks to be mainly budget or mid range focused.   The staff are excellent and very attentive, they went out of their way to be helpful and facilitate our visit. The views from the balcony rooms are excellent and all with a direct view of the Taj. Facilities are also good, with an excellent pool and 2 restaurants on site.   An excellent stay, the only reason for giving it 4 stars not 5 was that the decor is a bit dated and worn around the edges (not refreshed) for 10 or 15 years I think, but it was definitely not of bad quality still very good other than the old furnishings our stay was perfect. One of the staff also mentioned that the hotel was going to get refurbished during the off season, so by the time you read
 </>
 <>
  …
 </>
</q>"
296,"Stunning, one of a kind; excellent staff, even for one night, STAY HERE.", March 2019,Smitty09876,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi Amarvilas is exceptional in every way:  the building, the architecture, the room layout, the view of the Taj Mahal 600 meters away, the two excellent restaurants, the immaculate upkeep.  But the most extraordinary aspect of this gem is the staff:  attitude, trained in the ultimate focus on the customer, YOU.  They are clearly handpicked and trained in marvelous way to be always present and yet unobtrusive, caring and willing to do whatever you need to make your stay perfect.  The flowers in the lobby, the stunning bar with drinks available on the porch overlooking the Taj and the hotel pool below. Cannot recommend this Hotel with any higher praise:  just extraordinary.  Thank you from all of us so lucky to stay with you.
 </>
</q>"
297,Afternoon drinks , February 2019,Daveykbrown,5.0,"<q class=""IRsGHoPm"">
 <>
  A little oasis in the madness of Agra. We had drinks on the terrace and dinner in the hotel restaurant afterwards. Good menu at London prices, with great service. Well worth it for some serenity with the classic Agra backdrop
 </>
</q>"
298,Don’t Stay Anywhere Else, February 2019,Joe1949,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a great hotel. Excellent location with, as promised, a good view of the Taj Mahal from our room. Impeccable service both in the restaurants and in our room. Lovely pool and surrounding garden, all meticulously maintained.  A really good experience!
 </>
</q>"
299,"Stunning Property, Amazing Service", November 2018,L T,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi chain of hotels is among the best we have stayed in.  This one is down the road from the Taj Mahal and we visited with a golf cart (it's THAT close!)  No luxury is missed at the Oberoi, from attentive service to exceptional decor and wonderful food.  If you are going to the Taj Mahal, this is definitely the place to stay and enjoy.  Every room at this hotel offers a view of the Taj and it is truly spectacular.
 </>
</q>"
300,The Taj Mahal of hotels, February 2019,Christopher,5.0,"<q class=""IRsGHoPm"">
 <>
  After seeing the wonders of the Taj Mahal, you need somewhere to rest your feet, a place of peace and elegance to contemplate the beauty of the experience...and drink a cold beer before tackling the hunger you have worked up.  You can see the Taj from the upper floors of the Oberoi hotel - and you can see the Oberoi from the Taj.  They're right on each others' doorsteps.   The Oberoi, in its own way, is also a place of peace and beauty and a drink on its lovely terrace needn't break the bank. The restaurant offers a buffet which is quite expensive if you aren't absolutely starving, but the set menu more than satisfied our appetites for less than £50 for two.  If that seems a lot, consider how little it is in percentage terms compared to the overall cost of visiting the Taj
 </>
 <>
  …
 </>
</q>"
301, Bellevue Restaurant - excellent and well priced, March 2019,Andrew Owen,5.0,"<q class=""IRsGHoPm"">
 <>
  We weren’t staying at the Oberoi but had been recommended this restaurant and weren’t disappointed. A fine selection of freshly made breads to start (the pesto flavoured one was amazing), followed by the tandoori prawns which were cooked to perfection. Then we had rogan josh and Goan prawns, both of which were superb. We had a bottle of Argentinian Malbec to accompany, which was again excellent. Given the hotel, we had expected this to all be very expensive, but actually the bill was reasonable and well priced. 9’ top of that the service was attentive and excellent, finished by a personal greeting by the manager at the end to make sure everything was good, a nice touch. We have been told the views were amazing, but unfortunately they aren’t visible at night, so if you want to
 </>
 <>
  …
 </>
</q>"
302,Exquisite in Agra , February 2019,william s,5.0,"<q class=""IRsGHoPm"">
 <>
  It goes without saying that a trip to India is incomplete without a visit to the Taj Mahal.This hotel is perfectly located for access early morning to get the best views of the Taj The pool area is probably the most beautiful pool we have ever seen! Our room had a view of the Taj from the private balcony. Excellent restaurant for dinner and breakfast. If we had realized how exceptional this Oberoi is we would have stayed an extra day just to spend it at the pool!
 </>
</q>"
303,Heaven on earth., November 2018,604jen,5.0,"<q class=""IRsGHoPm"">
 <>
  This is the most beautiful hotel I have ever stayed in. Apart from the beauty of the hotel itself each room has an excellent view of the Taj Mahal. It is a grand, luxurious hotel but what I loved was the friendly and un-stuffy atmosphere. The staff are extremely welcoming and every personal wish and need is attended to.  I had two nights there and would have loved to have stayed for longer. A truly special, beautiful place.
 </>
</q>"
304,Romance at the Taj, February 2019,TAusma86,5.0,"<q class=""IRsGHoPm"">
 <>
  Wow this hotel is perfect for seeing the Taj Mahal.  No matter where you go on the property you see the Taj Mahal.  It's expensive - but well worth the money if you come to Agra to see one of the seven wonders.  The hotel staff are very nice and help with every request that you make.  Book your tour through the hotel.  You get a golf cart ride to the Taj Mahal and the guide helps keep the street vendors away if you want them away.  We celebrated our 24th anniversary at Amarvilas and Prachi Sati the Rooms Division Manager was terrific to make sure we enjoyed our day.  Contact her if you have a special celebration.  The hotel is great - you will enjoy the stay.
 </>
</q>"
305,The only place to stay when visiting the Taj Mahal, February 2019,982rodneyl,5.0,"<q class=""IRsGHoPm"">
 <>
  Another incredible Oberoi Hotel- they are all magnificent but none of the rest has the Taj Mahal outside every guest room! The hotel is exactly as advertised with every room viewing the Taj Mahal, you are just a 2 minute golf cart ride from the Taj making sunrise and sunset visits a breeze. Beautiful gardens and courtyard, truly a magnificent complex.
 </>
</q>"
306,Magnificent hotel, February 2019,brian_uk12000,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed for three nights and the greeting on arrival was great. From the saluting policemen’s at the gates to the magnificent uniformed gentleman at the steps. Sadly as a disabled guest the stairs were a nuisance so I was escorted via another doorway going in and out to avoid them. Bedroom was stunning although there is little actual storage space and with three suitcases we found all we could do was just keep these open in various locations to get to our things.very comfortable bed but the bathroom had poor lighting and minimal shelf space. Plenty of lotions and potions and on our last night they filled the tub with rose petals which gave a lovely fragrance in the room. The staff were wonderful and the views of the Taj Mahal from our balcony were just stunning.
 </>
</q>"
307,No finer place to be in Agra, February 2019,Paul J,5.0,"<q class=""IRsGHoPm"">
 <>
  To find a better place to stay in Agra, I imagine that you would have to travel back in time and be closely related to the ruling family.  Even then, I doubt that you would have the fine facilities and very attentive service of the Oberoi.  From the elegant greeting and traverse to the main lobby, you know you are in for a special experience.  We gasped at our tremendous view of the Taj Mahal from our window, match almost by the lovely grounds and pool below.  While the proximity to the Taj cannot be beat (and that was grand), the gentle afternoon by the lovely pool, the night walk around the grounds all lit up, and the cocktails at sunset outside the bar with dancing and music across the way was even better.  If the Taj is on your list, and you know it is, budget for a night or
 </>
 <>
  …
 </>
</q>"
308,Stunning, February 2019,Linda H,5.0,"<q class=""IRsGHoPm"">
 <>
  From the minute we entered this beautiful hotel we felt very welcome. Staff were amazing,friendly,polite and will do everything to accomodate your needs. Food excellent, rooms spotlessly clean and all have views of The Taj Mahal. Would highly recommend . The Taj is only a short ride away by buggy.
 </>
</q>"
309,Oberoi spoils you for anything else, February 2019,crisismanager6,5.0,"<q class=""IRsGHoPm"">
 <>
  The physical structure of the Amarvilas is gorgeous. The rooms are extremely comfortable and you are offered a variety of pillows to suit your taste. The restaurant is first rate. At the pool you are served with a tray containing bottled water, sun tan lotion and a water spritzer. The highlight of course is that every room has a view of the Taj Mahal which, when visited, will rock you on your heels.  The employees of Amarvilas are exceptional, from reception, to housekeeping, to the kitchen. They are personable, engaging and eager to please. Specia kudos to Chef Yashraj and to sous chef Gurvansh and servers Raghav and Jashn, all of whom made our visit exceptional.  The Oberoi organization has written the instruction manual for how to run a hotel. we have stayed at several and
 </>
 <>
  …
 </>
</q>"
310,Most opulent resort ever ! , January 2019,Fadi081577,5.0,"<q class=""IRsGHoPm"">
 <>
  Nothing could have prepared us for the absolute beauty and opulence of this breathtakingly gorgeous property ... it is dreamy in every sense of the word . Like a fairy tale but even more . No words can do it justice . Please please do yourself a favor and when visiting the iconic Taj Mahal , which is a once in a lifetime occasion as is , don’t waste your time at any of the other hotels in Agra . This is not just the best hotel in Agra , this is the best hotel in the world , that and the oberoi in New Delhi and the Udaivilas in Udaipur . They’re all spectacular ! The grounds are totally palatial , the unobstructed views of the Taj Mahal from our rooms left us gasping for air we were so flabbergasted . The restaurants totally delightful , the swimming pool out of this world
 </>
 <>
  …
 </>
</q>"
311,Amazing Hotel in the perfect location, December 2018,horns1114,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is gorgeous and the view of the Taj is incredible. You are only a short cart ride to the Taj, so this is the place to stay. Our rooms were beautiful with large terraces facing the Taj. The grounds are amazing. The service was perfect- Karan Kapoor was SO nice and assisted us at several meals due to a family member with a nut allergy- and each restaurant served delicious food. The Bar was very fun too. Dancers performed each evening. Amazing! Prachi Sati also helped our family with rooms and travel details. Thank you!
 </>
</q>"
312,Rah Mahal, February 2019,David W,5.0,"<q class=""IRsGHoPm"">
 <>
  THE only place to stay in Agra! Fabulous, fabulous, fabulous. Exceptionally attentive staff. Superb grounds and every room has a view of the Taj Mahal. Sundowners on the balcony at sunset watching local dancers, wonderful.
 </>
</q>"
313,An oasis of luxury, February 2019,FleetGB,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is perfectly placed for the Taj, indeed you can see it from your bedroom balcony. Golf carts take you to the visit.  The hotel itself is outstanding.  The staff are friendly and professional and address you by name, from the moment you arrive.  The service is outstanding, they make you feel special as a guest.  The restaurant was wonderful in terms of food and service.  The grounds and pool were also great.  You will not be disappointed if you stay here, wonderful place and so well run.
 </>
</q>"
314,Very Nice Hotel but a Few Snags, January 2019,KarenBSF,4.0,"<q class=""IRsGHoPm"">
 <>
  The location of this hotel is the best.  Every room has a view of the Taj Mahal and they have a golf cart that will take you to the gates.  The room was lovely with lovely touches like local marble tabletops and beautiful colors throughout.    Check in was a little slow (we had to sit in the front room for awhile until we were met by a check in person).    One of the first things they ask you at check in is if you had food allergies and they supposedly make a note of it for their food service staff.  However, when we had dinner in the restaurant downstairs I chose something that did not have listed one of my food allergies.  However, when the plate was delivered to me it was covered in tomatos (what I am allergic to).  So, the menu was incorrect insofar as it had no mention of
 </>
 <>
  …
 </>
</q>"
315,Excellent dinner experience in front of the Taj Mahal, November 2018,Pilar Latorre / World Cuisine,5.0,"<q class=""IRsGHoPm"">
 <>
  We enjoyed an authentic Thali dinner on the romantic Pavillon Terrace of the hotel, just a few steps away from the Taj Mahal. Mr Karan Kapoor made sure that the food was of top quality and the event of the most romantic ambiance we could imagine.
 </>
</q>"
316,Amazing!!!, February 2019,123Aug,5.0,"<q class=""IRsGHoPm"">
 <>
  We had the most amazing stay at this stunning hotel. The staff made it so special and memorable and went above and beyond for my daughter’s birthday. We were totally blown away by their warmth and service and we had such a special, fun experience. It is truly is a bucket list hotel. If you are sitting on the fence - it might be extravagant but it’s actually worth it. Thank you 💕
 </>
</q>"
317,"Excellent location, excellent staff, excellent view, and excellent tour guide in Agra", January 2019,tooths,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent all around; I really don't see what else they could improve.  I stayed here 3 nights during a solo motorcycle trip from Delhi to Varanasi and then Kumbh Mela.  The location for visiting the Taj could not be better; it's an easy walk or golf cart ride to the East Gate, and they will buy a ticket for you in advance so all you have to do is wait in the entry line.  The staff is among the best that I have experienced; they are genuinely friendly and helpful.  You can't just teach the staff to interact with the clients in this way; it also has to be part of their nature.  Exceptional.  I stayed in one of the 5th floor suites on my return stay on the way back to Delhi, and the view of the Taj is terrific from the porch. Sitting out there watching the pre-dawn sun start
 </>
 <>
  …
 </>
</q>"
318,Superb , February 2019,maida22,5.0,"<q class=""IRsGHoPm"">
 <>
  Amazing luxury and service here. The rooms are more old fashioned than some but very beautiful with lovely bathroom and great shower. Our balcony view was super, even with morning mist. Watch out for monkeys climbing over your balcony wall. They are quite aggressive and will come into the room for the fruit if you leave the door open. Restaurants are lovely. We enjoyed all the meals we had there and appreciated the special touches for our anniversary. Staff are all terrific and seem genuinely delighted to serve you. We met with nothing but courtesy and kindness. A wonderful experience.
 </>
</q>"
319,Fabulous 5 Star elegance with a view of the Taj, January 2019,Ranjit C,5.0,"<q class=""IRsGHoPm"">
 <>
  Gorgeous  hotel property,our room and balcony had a deck that looked at the Taj,service and staff were the best;great Indian food and all tour arrangements with a golf cart to the Taj entrance early morning before the crowds,best time for spectacular photographs, Will certainly be back!
 </>
</q>"
320,Best hotel in Agra.. and India, December 2018,Akash,5.0,"<q class=""IRsGHoPm"">
 <>
  The Amarvilas is the best hotel we have ever had the pleasure of experiencing. We stayed in the Thomas Daniels suite and ate breakfast, lunch, and dinner on site. The food is amazing and was probably the best we had during our 3-week tour of India. The staff member attending to us requested the chef to make custom-filled parathas for us that weren't even on the menu. Another member of the crew arranged for a Mother's recipe tea to help my wife combat a scratchy throat. And the super friendly and helpful staff member assigned to take care of us during our stay was a hotel management graduate.  Everyone who works here truly loves what they do. The views of the Taj and the fact that they stand in line for you to arrange the tickets and bring you to the Taj in an electric golf cart,
 </>
 <>
  …
 </>
</q>"
321,Spectacular with view of the Taj, January 2019,cvgolfer,5.0,"<q class=""IRsGHoPm"">
 <>
  Very close to the Taj with quick golf cart shuttle to within 400 meters to the entrance of the Taj Mahal.  This makes seeing the Taj at sunrise very easy.  Beautiful hotel and excellent room. Very nice and abundant breakfast buffet with hot menu items.  Beautiful pool area.
 </>
</q>"
322,only one word: outstanding, January 2019,nicolas s,5.0,"<q class=""IRsGHoPm"">
 <>
  the welcome, the service, got the room facing the Taj Mahal . we had several meals i nthe various restaurants, all excellent. what a place .excellent management lots of attention , a real treat ! and the grounds are magnificent
 </>
</q>"
323,Stand back and be amazed, January 2019,John V,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi group of hotels in India should be classed as 6* (they are actually 5*), but this one has two fantastic additional features.  It is old Indian style, giving it great character.  Every one of its bedrooms faces the Taj Mahal.  The view is fantastic and takes your breath away.  Prepare to be wowed.  The grounds are lovely.  The staff are fantastic - very personable and great service.  The Taj is a spiritual experience and this hotel extends that experience throughout your stay.  Golf buggies can be used to get to the Taj as motorised vehicles are not allowed at the Taj.
 </>
</q>"
324,"Like everyone else says, this place is fantastic. Hope you can afford it.", January 2019,ceebee51,5.0,"<q class=""IRsGHoPm"">
 <>
  I can't say enough good things about this hotel. It is spectacular.  Every room has a view of the Taj so I won't even bother posting another photo. The rooms are gorgeous and totally comfortable. Service is impeccable.  The restaurants are great. In particular, have a thali at the Indian restaurant. It is delicious and reasonably priced. You can easily walk to the Taj or take a golf cart.  And if you like to look at buildings, you really should get there before you die.  The rates are really high but it is hard to duplicate the experience.
 </>
</q>"
325,WOW! WOW! Ultimate Fairytale Venue with Superb Service, January 2019,StarLady99,5.0,"<q class=""IRsGHoPm"">
 <>
  What could be more beautiful than looking out of one’s bedroom balcony to the vision of the Taj Mahal? When you stay at the Oberoi Amarvillas in Agra, every room has an unobstructed view to the temple built for love. We were met with garlands of marigolds, ginger tea, and a red dot on our foreheads as a sign of welcome. Resembling a palace, the grounds are spectacular with pools, waterfalls, and pavilions while the bedrooms boast an elegant and comfortable classic Raj décor. Having a balcony was an added bonus to overlook the pool and watch the dancers who perform nightly on the wall. This hotel is within walking distance of the Taj Mahal, which is best seen twice—at sunset and sunrise. The service is impeccable and we especially appreciated the attention of Marc who took
 </>
 <>
  …
 </>
</q>"
326,Outstanding , January 2019,Capt_Kendoll,5.0,"<q class=""IRsGHoPm"">
 <>
  We had 2 nights in the Lord Curzon Suite and the whole experience was first class. A very short walk to the Taj Mahal (complimentary golf buggy if you want it) and all rooms face the wonderful site. Hospitality in every department is excellent and the food too. The gastro Indian restaurant is wonderful as is breakfast.  The Oberoi is in an entirely different league to any other hotel in Agra. Without naming names, we paid a visit to the supposed second best hotel in Agra and it is quit simply worlds apart.   Oberoi is pricy but worth it.
 </>
</q>"
327,"Omg, Omg, Omg! One of the most beautiful hotels in the world!", January 2019,gatx13,5.0,"<q class=""IRsGHoPm"">
 <>
  OMG, this hotel is so stunning and gorgeous it almost brings tears to your eyes! Every room has a view of the Taj Mahal and the pool has to be one of the most gorgeous pools in the world. The staff is Amazing they make you feel like a King or Queen. It’s expensive but worth every penny, save on other items but this is the Only lace and I mean only place to stay! One of the most stunning hotels in the world! 5 star luxury at it’s best!
 </>
</q>"
328,Best room with the best view of Taj Mahal , January 2019,Jacob erail,5.0,"<q class=""IRsGHoPm"">
 <>
  This room is said to be stayed my the princess Diana,indeed!!!!the room has its elagant and classy look with a wide antique designs and breathtaking of the Taj Mahal.We chose the presidential suite on the top floor where the view is at the best.Each and everything in this palace has its on wonderful classic touch.Its truly one of its kind and would definitely love to come back here soon again.
 </>
</q>"
329,Fabulous, January 2019,JudyO4,5.0,"<q class=""IRsGHoPm"">
 <>
  A wonderful experience from the moment you enter the gates. The hotel is exceptional as are the staff and service. Located on the main East Gate? Walkway entrance to the Taj, it is an easy and pleasant  walk to Taj or take the regular golf cart shuttle. Loved our room facing Taj and overlooking beautiful pool and gardens. If you want to treat yourself this is a great place to do so - staff were excellent-!
 </>
</q>"
330,Beautiful hotel...., January 2019,Linda S,5.0,"<q class=""IRsGHoPm"">
 <>
  Loved this hotel. Loved our welcome, loved our room facing the Taj, loved the people, loved the entrance. loved the breakfast (our server provided us with great dishes to try which are typically Indian), loved everything. Great dinner here
 </>
</q>"
331,A Crown Jewel Among Exceptional Hotels with Service to Match!, January 2019,WEB1111,5.0,"<q class=""IRsGHoPm"">
 <>
  On this, our very first trip to India, we naturally sought to visit the Taj Mahal in Agra, and the Oberoi Amarvilas Hotel is, without a doubt, one of the vert best hotels in the world to highlight such a memorable visit. This is an exceptional boutique hotel with only 102 rooms, all of which have a view of the Taj Mahal, and in proximity to the East Gate entrance, where complimentary transportation via a golf cart is provided. Our room 111 is one of the very nicest with a private terrace and patio with direct views of the Taj. This is an exquisite hotel in terms of its beauty and amenities. The decor throughout is elegant, and one has the sense of being in a palace, which is further reinforced by the meticulous service provided by all members of the hotel team, who genuinely
 </>
 <>
  …
 </>
</q>"
332,Excellent hotel with a view of the Taj, December 2018,Mrs M,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is beautiful and the view from the room is stunning - if there is not much smog.  Our rooms were beautifully appointed.  The service and food was excellent.  There was live music at dinner and at breakfast.    The bartenders at the bar were attentive and fun.  We had a great time.  Thank you for a beautiful Christmas!
 </>
</q>"
333,Beautiful resort perfectly embodies the Oberoi spirit, January 2019,Roshaiga,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is beautiful and the view from the rooms is simply spectacular. But what really impressed us was an encounter with a young lady who is attending the Oberoi school of management. She is in the culinary class, and hearing her describe her journey made us true believers in the special spirit that Oberoi creates for its guests. This young lady came to our table to introduce herself and ask if we were intrestws in a kitchen tour. We were too tired that first night, but when we had dinner the second night she found us and offered the tour again.  The following morning at breakfast she stopped by and I asked her about her work life, and when she told us that she is in the Oberoi management program our conversation became very interesting. Turns out that about 50,000 people
 </>
 <>
  …
 </>
</q>"
334,Well run hotel in great location, February 2018,528jean,5.0,"<q class=""IRsGHoPm"">
 <>
  We read the reviews before booking this hotel and all I can say is that the amazing comments are justified. The hotel staff are very welcoming and helpful which must be difficult as many guests only stay for 1 or 2 nights so turnover is high. The setting of the gardens and pools are stunning and of course there is the incredible backdrop of the Taj Mahal - enough said. We relaxed a couple of days by the pool and enjoyed the hospitality after sightseeing of the Taj and other local sights. Our room was deluxe category, overlooking the Taj Mahal and with a small balcony - it was well appointed and well maintained. The hotel restaurants were also good and we were impressed by the staff who did not charge us for our whole meal when we had over ordered and left a lot of our feast. A
 </>
 <>
  …
 </>
</q>"
335,AMAZING, December 2018,Luxetravelmom,5.0,"<q class=""IRsGHoPm"">
 <>
  Staying here is liek satying at a Palace.  You are treated like royalty.  It was an amazing experience.  The hotel is beautiful and the food is amazing.  The best part is the view of the Taj Mahal from the window. This is the reason we were here.
 </>
</q>"
336,Amazing, December 2018,Shushma,5.0,"<q class=""IRsGHoPm"">
 <>
  We only stayed for two nights but the way we were treated we wished we could have stayed longer. The way we were spoilt rotten and the personal touches were a dream come true which we will never forget. Such as a surprise cake for my dad’s birthday even though it was two days later, giving us street food as we missed it, leaving the chocolate Taj Mahal In rooms for us to find when we came back. It wouldn’t not have possible without all The staff including the chef but a big thank you to Ripudaman who organised it all as well as  kamlesh, Aditya and Karen. We will never forget it and would like to say a big thank you!
 </>
</q>"
