,caption,date,customer,rating,transcript
248,Not a luxury collection and not worth the money!, October 2020,kavithanair,2.0,"<q class=""IRsGHoPm"">
 <>
  My Stay at IC Mughal, Agra  First opinion. According to me this cannot come under a Luxury collection. I have stayed in almost all properties of ITC. The Grand Chola, Kohinoor, Bengal and Grand Bharat is in my bucket list.   When you compare the other properties, you cannot call the ITC Mughal a Luxury collection. For me this property cannot be more than a 3 or a 4-star category.   When you get into a luxury collection, the staff out there make you feel that you have entered a luxury property which was totally missing in the Mughal, Agra. Probably this is not a business property. The other property is once a customer always a customer due business reasons. However, in Agra, you may not come back again and again as its mainly a tourist spot and not a business spot. Due to this
 </>
 <>
  …
 </>
</q>"
249,Weekend eacape, October 2020,Kartikeya,4.0,"<q class=""IRsGHoPm"">
 <>
  Enjoyed a very nice sty at the hotel which is and has always been an I on in Agra. Rooms were very comfortable and food at Peshawari was simply awesome. Most importantly thé hôtel staff made every effort to make sure that we were comfortable and enjoyed our stay. You could just feel their motivation to ensure guests were happy. True testament to the spirit of the hospitality industry.
 </>
</q>"
250,First trip during covid 19, October 2020,Akshay Agrawal,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel was very well sanitized and all the protocols were fully followed.  The check in was smooth assisted by Ms Priya and the rooms were tidy.  The restaurant, Taj Bano was open for all 3 meals and the food was amazing everytime. Every table had sanitizer on it. Mr Sunil was really helpful.  The only thing that can be improved are the sporting facilities as the net etc were worn out and the plants in that area were over growing
 </>
</q>"
251,ITC Mughal & Rajat is the cause to visit agra post Taj Mahal, October 2020,Travel lover,5.0,"<q class=""IRsGHoPm"">
 <>
  I have enjoyed hospitality of the Mughal hotel &amp; warmness of the staffs working at there, I would especially appreciate for interactions and services of Mr. Rajat from office I have tried coffee shop and I have enjoyed the food and the good ambience of the hotel
 </>
</q>"
252,Amazing Resort, February 2020,VGAUR1983,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited the hotel Pre COVID era. I was astonished by the ambiance of the resort. Beautiful clean and lit rooms with window couch, Lovely and hospitable staff, finger licking food at the Peahwari and the entire hotel staff is always available For help with a smile. Special mention to Rajat for his hospitality.
 </>
</q>"
253,awesome service at taj banao rest., October 2020,sanchay,4.0,"<q class=""IRsGHoPm"">
 <>
  i recently visited itc mughal with my family. The property is beautiful though on the older side.  The food is super yummy, our all three meals were at taj banao rest. . i would also like to specially mention Mr. Anwar for his amazing service at the restaurant, he took take special care of all our food related demands.  Overall the hotel is a must visit👍
 </>
</q>"
254,A short yet memorable vacation, October 2020,Ishan G,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed in the beautiful property of ITC Mughal from 2-4th October. Faced some initial issues during check-in process, but they were made up for by upgrading the rooms, sending delicious birthday cakes,  accepting late check-out request and the great hospitality shown throughout the stay. Kids loved the huge green property, the pools though were closed (due to COVID). Overall stay was excellent, will return back for sure.  Will like you to please add on - cleaning of in-house guest cars (atleast the front glass windshield), specially during CHECK-OUT. Due to excessive bird droppings, it becomes very difficult to drive back home safely.  Thanks &amp; Regards Dr Ishan Gupta Consultant, Dr. LalPathLabs Ltd.
 </>
</q>"
255,Magical experience, October 2020,sagrika b,5.0,"<q class=""IRsGHoPm"">
 <>
  This was my second visit to the hotel.first time I could not put a review but now I could not resist not writing  Firstly post covid all precautions regarding sanitization and asepsis followed. So nothing to worry.  Secondly the rooms were extremely comfortable both d mughal appeal with all latest amenities  Thirdly d food was delicious with a great variety definitely elevates your taste buds  Fourthly d hotel was baby friendly supplying less spicy alternative for kids as well as milk  Lastly and not at all d least was d exemplary service. D staff too cordial greeting warmly and never refusing help. A special thanks to amar, priya,poornima and sanju who we're very helpful.and a special thanks for mr ankit manocha d front office manager who upgraded my room Definitely a must go
 </>
</q>"
256,Excellent staycation, October 2020,Parul Mehndiratta,5.0,"<q class=""IRsGHoPm"">
 <>
  Property is undoubtedly beautiful, food is very good staff is very coutegous. I really liked the extra couch cum bed in mughal rooms.It makes good space for kids. We visited in October and due to pandemic they made sure to take extra safety measure.
 </>
</q>"
257,Excellent Hospitality, September 2020,Rajesh A Sandheer,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a wonderful stay in one of the Royal Mughal Suites.  The suite had all those amenities which one looks forward to for a leisure vacation.   The hospitality was excellent at all levels including sales, reception and dining.   We are happy to have chosen ITC Mughal for our Silver Jubilee Marriage Anniversary get away.
 </>
</q>"
258,Food delivery, October 2020,naina mittal🤍,5.0,"<q class=""IRsGHoPm"">
 <>
  The food and delivery was very good! Mr arun took very good care of the process the packing was and service was great! I will order again from there wen ever needed! Thank u for special gulab jamun! U must start with discounts
 </>
</q>"
259,Best service in class, October 2020,Shubham Agarwal,5.0,"<q class=""IRsGHoPm"">
 <>
  Went for the restaurant buffet lunch and the service as always was impeccable.  Special mention for Mr Anwar from the restaurant serving team was very courteous. Loved every bit of the service.   Food could have been little better. I have had chance of eating better buffet food at ITC Mughal.
 </>
</q>"
260,Wonderful stay, October 2020,Shivam2001,5.0,"<q class=""IRsGHoPm"">
 <>
  I recently visited ITC Mughal, Agra with my family.  We had a wonderful time there.  Complete heigein maintained, delicious food, no compromise on service and hospitality is highly appreciable.  I have been visiting the place earlier also, but after lockdown, vacation with family at ITC was equally satisfactory.
 </>
</q>"
261,Restaurant - Taj Bano , October 2020,Rajneesh Bhasin,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent food served !!! Even with all the safety protocols in place , the service was not at all hindered with the best of efforts by the staff to make our experience extremely hospitable and whilst we were not able to go to the Peshawri restaurant and eat while surrounded by its ethnic eating style and ambience , the overall experience has made us no less satisfied.... Thank you Sanjay and Anwar for making our experience extremely comfortable despite these mundane COVID times......
 </>
</q>"
262,Nikhil Wadhwa, September 2020,Nikhil Wadhwa,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a amazing experience with ITC Mughal Agra specially in this crucial period of Covid-19 just because of extraordinary sanitisation and proper care of their guest .Even food was served with proper care and love obviously ITC food quality is unmatchable . I met Mr Devender Bhardwaj on front office, this guy was amazing and so helpful for not only me but was taking care of every guest present at that time. I am very happy with my stay and will share  this experience to all my friends.
 </>
</q>"
263,Wonderful  stay, September 2020,Rakesh K,5.0,"<q class=""IRsGHoPm"">
 <>
  Ankit Manocha- made our booking in the beautiful suite...  it was one of the best trip to agra of my life.. the hospitality is excellent.... they took very good care of us during this covid pandemic.. everything is very hygienic n beautiful even the gardens... everything  was beyond my expectations.. They fulfilled my wish very quickly  n very nicely.. Food is very good we enjoyed a lot with differnt kind of foods... we had made such Beautiful memories  with this hotel... my father don't like spicy food  they even fulfill his wish with non spicy food.. I have already sent the Beautiful views of this hotel to my friends and they are loving to visit here...  I would definitely visit here again.. and I also wanna to recommend you guys  to visit here..  Here all the staffs very
 </>
 <>
  …
 </>
</q>"
264,Awesome Experience, September 2020,Rubina,5.0,"<q class=""IRsGHoPm"">
 <>
  I had visited with my family on 25th September 2020 for one night stay. Our stay was extremely comfortable and the hospitality of hotel is amazing. We were assisted by Mr Sanjoo who helped in check-in and also took good care of our stay. I would highly recommend everyone to do consider this luxuries property for a get away.
 </>
</q>"
265,Weekend destination, September 2020,Amit pal,5.0,"<q class=""IRsGHoPm"">
 <>
  Had a perfect weekend, services and ambience provided a perfect gateway for weekend. Sunrise was refreshing. Covid time but still they could render better services which was excellent. wud visit them again wd family
 </>
</q>"
266,Not recommended at all, September 2020,shubhi dubey,1.0,"<q class=""IRsGHoPm"">
 <>
  From beginning to the end it was very disappointing. First of all room interior is very poor and nowhere near to what is shown on website. There is a huge communication gap within the staff and we needed to give atleast 3 reminder calls for every request we placed on the morning of check out. We had to bring our luggage on our own after half an hour waiting time.   Akshay at front desk was very helpful entire time as he addressed our issues and changed our room. Restaurant staff was also nice however bit delay in services caused delay in our entire schedule.   Last but not the least hotel has chargeable wifi even at public areas which comes as a surprise. I am sorry but I am forgetting the name of duty manager whom we met upon departure... His name was something like Hemant. He
 </>
 <>
  …
 </>
</q>"
267,Mamta khattar, September 2020,Mamta Khattar,4.0,"<q class=""IRsGHoPm"">
 <>
  Right from a very warm welcome to up gradation  to Royal Mughal Suite with lounge access from normal room, my experience at ITC Mughal was simply great!!! Also the meals served at Taj Bano restaurant were very tasty ( special thanks to Mr Bulkesh and Mr Anwar for serving the food with utmost care). In view of the pandemic , it was impressive to see all the precautions being strictly followed Right from the point of entry till our stay😌😌. I would like to explore more properties of ITC😌😌
 </>
</q>"
268,Visit to Mughal for birthday celebration, September 2020,Narang,5.0,"<q class=""IRsGHoPm"">
 <>
  I chose this hotel for my 50th birthday celebration and loved the services all the staffs are welcoming and warm special thanks to Mohita she checked in us and she made us comfortable also informed us about we assure programme ..rooms are cleaned and properly sanatized ..always love to stay specially during these days it is safe and secure
 </>
</q>"
269,Amazing visit, September 2020,Gulshan N,5.0,"<q class=""IRsGHoPm"">
 <>
  We are currently staying in room 625 came for wife birthday.. Mohita assisted us on checkin with her warm services she is excellent . All the services are impeccable mohita suggested to dine at Peshawari and we loved the food love to come always to itc hotels !! Kudos
 </>
</q>"
270,A, September 2020,rini24,5.0,"<q class=""IRsGHoPm"">
 <>
  our visit to ITC Mughal will definitely be one of the most memorable moments. The rooms, the hotel stay, and the courteous staff made sure for us to have a pleasant stay after a long hectic drive in the scorching sun.  I wouldn't say that the food was very extraordinary but it was the ITC staff members like Mr Anwar and Mr Bheem who made our day. Both of them were really helpful and one of the best hotel staff iv come across.  Thumbs up for the amazing ITC staff.
 </>
</q>"
271,"Excellent Services , Truly Worth it", September 2020,Dr Mishra,5.0,"<q class=""IRsGHoPm"">
 <>
  ITC Hospitality is always fantastic, Its always a pleasure to stay here and money well spent. Staff is attentive and prompt . Food is awesome. Special accolades for Rajat Duty Manager , he looked after us very well and made us some excellent and thoughtful suggestions . Very proactive and responsible ,  Chef Kavitha was also constantly taking inputs and ready to help with special meals.  Special Thanks to Rajat Duty Manager for making it comfortable and enjoyable stay.
 </>
</q>"
272,Great Hospitality !!, September 2020,Dreamer,5.0,"<q class=""IRsGHoPm"">
 <>
  As Is the hallmark of ITC hotels hospitality is what makes them tick and secondly it's there FnB services which are commendable. As far as the infrastructure is concerned the hotel is a massive place and although it's a very old property it's maintained well but one may see signs of ageing at some places, firstly being the exterior entrance itself esp. around 4 PM when lights have not yet switched on the place could be very dull and uninviting infact my family didn't even feel like entering the hotel n started making plans of shifting to another hotel hahaha.... But gradually as you enter things start getting better and we were upgraded to a suite which the kids loved and all other facilities  like pool etc were closed but they seemed quite nice.  We had all the meals at the
 </>
 <>
  …
 </>
</q>"
273,ITC proves it EVERYTIME, September 2020,Rohyt S,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited ITC mughal, the luxury collection this week. From the greetings when you enter the premises,  all the way to your exit, ITC will always surprise you with its impeccable and uniform standards of service.  Me and my wife were lucky enough to come across Mr. Ankit Manocha, the Front Office manager, who was kind enough to upgrade us to their luxurious suite.  The food was absolutely delicious. Mr. BHIM AND MS. MEHAK were too kind and too prompt in the service.  An early morning view of TAJ MAHAL from their JHAROKHA-E-TAJ was the cherry on the cake. A MUST SEE!!  Thank you ITC for making our trip a memorable one!! Kudos!!👍👍👍
 </>
</q>"
274,Absolutely Flawless Stay & Service, September 2020,P. Sinha,5.0,"<q class=""IRsGHoPm"">
 <>
  I stayed there with family for a night 2 days back . Right From Checkin to Checkout, Rooms, Food, Service, Staff Behaviour, Covid Safety Precautions , everything was perfect.  Cutting things short they made our trip mesmerising
 </>
</q>"
275,Experience at ITC Agra, September 2020,Sudhir Arya,5.0,"<q class=""IRsGHoPm"">
 <>
  Before visiting the hotel i had doubts in my mind regarding the precautions against Covid-19, but my perception was changed as my overall experience during the stay was superb. I was happy to see that all safety measures were duly taken care of. It was nice to see that there was no compromise in the hospitality and quality of services offered by the personnel at the hotel.  I will be looking forward to visit ITC Mughal Sheraton soon.
 </>
</q>"
276,Excellent in every way...Thanks ITC Mughal Agra!, September 2020,Sanjay B,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent hotel, superbly maintained. Food quality &amp; presentation is by far beyond excellent, Chef Kavitha deserves full honors &amp; praise for her superb cooking, attention to each &amp; every guest in the restaurant, and varied variety at every meal. Our room, the Gym and restaurant etc were very well sanitised &amp; staff very conscious of health &amp; hygiene issues. Gym staff was always very safety conscious &amp; helpful. We felt absolutely safe at all times.   GM Mr Rajat Sethi personally met us during our stay &amp; was indeed very courteous / attentive to guest feedback &amp; our comfort. His personal touch can be seen in the excellence that the hotel has achieved.  Our Thanks to the entire ITC Mughal team for a truly memorable, relaxing &amp; wonderful holiday during these covid times.   One small
 </>
 <>
  …
 </>
</q>"
277,The great anniversary dinner, September 2020,Suranjit Sengupta,5.0,"<q class=""IRsGHoPm"">
 <>
  Dined in the Mughal Pavilion where they served the mouth melting kebabs of the Peshawari.  Great food with amazing hospitality led by the manager Sanjay and Bulkesh, Mohan and Bhim. Trully spectacular the way each dish was served, one has rightly said good tastes nice only when served with love.!
 </>
</q>"
278,Excellent and Secure Experience, September 2020,Anuj W,5.0,"<q class=""IRsGHoPm"">
 <>
  In view of the pandemic ... it was impressive to see all the precautions being strictly followed ... be it Mask, gloves or full kits it was all there... Right from the point of entry where the car handled were sterilized ... baggage being sterilized ...the welcoming tone of Priya Yadav if I recall the name correctly (couldn't observe the smile due to masks 😀)of at the welcome desk ... our check-in to the suit... room service not beyond the entry door ... excellent assistance by security (for 🐒 on the terrace) ... to the excellent Breakfast and Dinner service at the Taj Bano restaurant (special thanks to Chef, Gajen Dev and P.Mohan for their service)... Thank you all for an excellent and Secure Experience ...  will surely revisit for a fuller and fun filled Experience once the
 </>
 <>
  …
 </>
</q>"
279,leasure, September 2020,Drnishant P,5.0,"<q class=""IRsGHoPm"">
 <>
  Myself dr nishant stayed here in September 17. There is excellent hospitality, beautiful room and awesome breakfast  We enjoyed a lot. Wants to stay again when ever in agra.Garden is awesome room service is excellent
 </>
</q>"
280,Taj Bano excellent service, September 2020,Dream419887,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited Taj Bano for a lunch during my stay. Was assisted by Mr. Anwar. His suggestions and services were very warm and welcoming. Hope to see him over dinner as well. I definitely recommend guest to visit Taj Bano and enjoy heart warming welcome by Anwar Ji.
 </>
</q>"
281,Amazing couple experience, September 2020,Riya Sharma,5.0,"<q class=""IRsGHoPm"">
 <>
  had a great experience here. The staff was amazing. One amongst the staff Mr. Mobin was courteous to cater to all our needs. The food was delicious, great ambience. The chef makes sure to attend all the customers and ask for our reviews. Really felt great staying here and made our trip memorable 💖 looking forward to rebook it for my family also. Thanks itc mughal. Highly recommended.
 </>
</q>"
282,Loved the hospitality and safety precautions, September 2020,Ayushi Pathak,5.0,"<q class=""IRsGHoPm"">
 <>
  Loved the hospitality and the teams enthusiasm to serve us with so much love and warmth! They were taking all the precautionary measures required for our safety! Thanks a lot to the whole team as we had a 5 month old baby with us and they all were really careful and helpful with us
 </>
</q>"
283,Family visit, September 2020,445shwetak,4.0,"<q class=""IRsGHoPm"">
 <>
  We visited ITC Mughal for a night last weekend and were very happy with the properly especially the covid safety and precautions which is the most important factor in these times! An ideal hotel for a family getaway
 </>
</q>"
284,Weekend getaway during the pandemic, September 2020,Meenakshi D,5.0,"<q class=""IRsGHoPm"">
 <>
  So our family finally decided to set our apprehension aside and to take an overnight road trip from Delhi to Agra. The destination was the the ITC Mughal Sheraton. There were three generations travelling and we had done our research well. We had booked ourselves on the hotels portal which I would recommend as I got a Club ITC discount on my booking.   We got a call from the front office by Ajay a day prior to our travel to explain the facilities available during this time.   On arrival at the hotel we were met by Ankit Minocha who was very friendly and helpful and made sure we had a seamless check in. Infact the entire front office team was very welcoming.  The staff at Taj Bano the restaurant was outstanding. Excellent service with a smile. Unfortunately I cannot recollect all
 </>
 <>
  …
 </>
</q>"
285,Bachelor trip, October 2019,Aman G,5.0,"<q class=""IRsGHoPm"">
 <>
  had a great experience, amazing staff, delicious food ,great ambience.. fabulous massage.. made our trip memorable 💖 looking forward to rebook it for my family also. Thanks itc mughal. Highly recommended
 </>
</q>"
286,ITC Mughal, September 2020,Nimit,5.0,"<q class=""IRsGHoPm"">
 <>
  Nice experience with friends Good food and beautiful view from my room. Happy to stay. Will think of again reaching out to you if some offer or deals persists. Perfect stay and complete satisfaction and your service is undoubtedly upto the mark.
 </>
</q>"
287,An Amazing Experience, September 2020,VijeyKapoor,5.0,"<q class=""IRsGHoPm"">
 <>
  We planned a quick dash from Delhi to Agra and knowing we will be spending time inside the hotel only chose ITC Mughal @ Tajganj. And what an experience it was. We found the perfect Ambassador in Rajat Verma @the front office. He made the stay memorable and infact my wife often says if we have nothing to do let's take a dash to ITC Mughal again. Rajat has helped us explore many other group properties as well for wife's 50th and that really stands out. The property is amazing - a quiet pool of serenity with ample space for yourself, resplendent luxury and some hidden gems like the beautiful terrace to see the Taj @sunset and sunrise. The lush lawns and the pool are perfect for a walk within the premises. Which is mandatory to get over the guilt of the delicious food you get. The
 </>
 <>
  …
 </>
</q>"
288,Not Expected from ITC, September 2020,Neeti G,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in ITC Mughal from 6th to 8th September 2020. I think they were still not prepared to cater guests as they opened on 1st Sept only. The AC was always high and even inside our room we were not able to get a comfortable temperature. Even after multiple complaints no improvement was done. Second disappointment was dinner. I still regret that why we included dinner in our package.They said they had a fixed menu thali even Rajathani thali in delhi is much better than that.  Third disappointment was the supplies were still from pre lockdown era. All water bottles and tea/milk powder were having before march date of manufacture . Forth disappointment was less of covid rules were getting followed. No hand santisation at the entrance.  Less social distancing in the restaurant.
 </>
 <>
  …
 </>
</q>"
289,leisure trip with family, September 2020,Anil Bountra,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a marvelous stay at ITC Mughal, Agra. They are taking all the needed precautions for the pandemic management that are required by the hospitality industry in maintaining the safety and hygiene. I would really appreciate the work and approach of the employees/ staff towards their guests. Dennis from F&amp;B , Rajat and Bhavya with their respective team are on their toes and available for the guest( which is really appreciated). Thank you ITC Mughal for a good time.  Regards  Anil Bountra
 </>
</q>"
290,A true luxury feeling with excellent services., September 2020,Chetan,5.0,"<q class=""IRsGHoPm"">
 <>
  I stayed in the hotel for only a night as i had to break my journey. I was stunned by the beautiful decor. What made the stay even more amazing was Rajat Verma, he made sure that our stay was comfortable. To be honest, his service exceeded all the expectations! Will be back soon.
 </>
</q>"
291,Great warmth and experience at Taj Bano, September 2020,Vivek Kumar,5.0,"<q class=""IRsGHoPm"">
 <>
  While Peshawari food is rated well by the connosieurs, i have always felt at home at Taj Bano. Your staff members - Mr.Anwar, Mr.Mohan and Mr.Bulkesh deserve a special mention. Thank you for a great service and experience.  The food quality is great and offers variety of spread.
 </>
</q>"
292,Won this skeptics heart for sure!!, March 2020,Shivani Arya,5.0,"<q class=""IRsGHoPm"">
 <>
  Sitting in restuarant for our last evening having booked here for peace. This hotel is very special. The staff clearly take pride in every aspect. Our room was beautiful and well sized. We chose this hotel because of the Tripadvisor reviews and could not have been more pleased that we did! Sweet poornima  at the front desk made every effort possible to make our stay pleasant. She booked us great restaurant recommendations. And also recommended an excellent well priced guide. Felt like a little oasis away from the hustle and bustle of central market but an easy walk away along to Taj road.Thoroughly recommend.
 </>
</q>"
293,Amazing staff very helpful staff, September 2020,sugamm2017,5.0,"<q class=""IRsGHoPm"">
 <>
  Mr. Chaturi lal, Khushal, Hukum singh and Amrish are staff member here and they are very helpful. Our car broke down and these people really helped us and rebooted our car. I am very grateful to these gentlemen and recommend you to stay here. The hospitality staff gajender and his colluege were of great service to us as well ad they kept good care of us.
 </>
</q>"
294,Amazing hospitality- super amazing stay, September 2020,Nidhi Jindal,5.0,"<q class=""IRsGHoPm"">
 <>
  We travelled to ITC Mughal for a group stay for a birthday celebration in Sep 20.  The staff was so swift, they checked in all the 20 rooms within a couple of minutes.  All the meals had amazing preparation and the chef Was personally Present to make sure the best quality was served. We had a special request for the dinner which was obliged too.  The property itself has such beautiful architecture, and the rooms such well built that our stay became so memorable!
 </>
</q>"
295,Excellent visit, September 2020,Meenakshi Davar,5.0,"<q class=""IRsGHoPm"">
 <>
  We spent two nights at Moghul in September 20. Their service is excellent. They really make you feel special. The property is sprawling and decent. Food was good  though limited due to Covid.The cost was also pretty reasonable for a five star hotel.
 </>
</q>"
296,Family  trip, February 2020,Ravi,5.0,"<q class=""IRsGHoPm"">
 <>
  It was wonderful  stay at itc mughal ,we had a great time beautiful  property  with beautiful gardens,spa and pool,service was amazing  ,very helpful  and polite  staff would  like to mention  some name poornima ,mohita and priyanka for making our stay memorable  ,will gonna visit this property  very soon!!all the best team itc mughal !!
 </>
</q>"
297,Holiday trip at itc mughal agra, September 2020,Ridhima,5.0,"<q class=""IRsGHoPm"">
 <>
  One of the finest dinning , perfect room decor and services. Will suggest everyone. Full sanitized and higenic. Organized a cake and small ceremony for my husband's birthday. Will surely come back soon but really missed the pool and spa experience.
 </>
</q>"
298,Excellent trip., January 2020,Dr.Sonali Solanki,5.0,"<q class=""IRsGHoPm"">
 <>
  Amazing place to stay ! Amazing property  Lobby is very big and beautiful  We love the food and services of hotel  Specially Peshawri ( dal bukhara )  Manoj always supports in Booking  And mohita at front desk is always Welcoming and Warm.
 </>
</q>"
299,Special time at special place, September 2020,Manav Nagpal,5.0,"<q class=""IRsGHoPm"">
 <>
  Amazing place to stay.  Amazing people to look after you.  Feedback is listened and acted upon. Hygine standard of international standard. Food a little let down due to limited menu, but cant complaint as F&amp;B tries their best to serve.  Re-visit to Agra not sure as Taj Mahal is loosinging its shine. ITC otherwise highly recommended.
 </>
</q>"
300,Staycation, September 2020,Sneha,4.0,"<q class=""IRsGHoPm"">
 <>
  Our stay was pretty decent. The first day was a bit of a hiccup because they had restarted the hotel only a few days back. The breakfast was pretty average on the first day but they really worked upon their meals the following day. The staff was really good. Mr. Rajat from the front desk ensured that we were provided the best rooms within our budget. He did call up to check if we need any extra assistance. The staff is extremely warm, specially the F&amp;B team. Mehak is extremely welcoming and took care of all our special requests. Dennis was also a good host. Maan Singh took care of all our housekeeping needs properly.  We had a great time hanging out at the Jharoka-e-Taj. It’s a splendid view. The gardens are beautiful. The decor is excellent.   However, because of the
 </>
 <>
  …
 </>
</q>"
301,Amazing Service, September 2020,shrey s,5.0,"<q class=""IRsGHoPm"">
 <>
  My family and I visited ITC Mughal over the weekend. The staff at the hotel was very courteous. In these trying times of COVID-19, they are under compulsion to follow govt. guidelines, which sometimes is not very comfortable and people come to them complaining. To this they always have a polite approach and a problem-solving attitude. Front Desk Manager Ankit Manocha and Duty Manager Rajat Verma and their team are doing a great job in ensuring all guests staying at the hotel have a nice experience.  Would visit again soon.
 </>
</q>"
302,Eternal bliss , September 2020,Neha,5.0,"<q class=""IRsGHoPm"">
 <>
  5 Star +on all counts to this gem and it's delightful staff.  Well appointed rooms,  immaculate hygiene and cleanliness, courteous and efficient staff, always ready to serve with a smile.  Every request, from a dish of choice to extra desserts was acceded to by them.   Special thanks to Mohan,  Sunil Damber, and Ramesh from the restaurant. They served us with care and courtesy. Amar,  the bell boy was sweet and caring.  Poornima at the front office exuded warmth and was genuinely helpful .  Rajat Verma,  the duty manager was ever smiling and quietly efficient.   In these stressful times,  one can just forget all care and enjoy a laid back leisure holiday at this oasis of peace. The Corona protocol they follow is exacting and faultless.  Thank you team ITC MUGHAL Agra for giving
 </>
 <>
  …
 </>
</q>"
303,Simply floored, September 2020,ShivamShrma,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is one of the most beautiful I have stayed in and exceeded the many expectations that I had had. The sense of space is comforting and relaxing. The interior is extravagantly elegant.  The grounds and gardens are breathtakingly beautiful.   What stands out is the impeccable service. The staff, always polite and smiling, meet every need, every request with a gentle smile.  Every staff member, no matter what their title or given task, greets you warmly and provides extraordinary service from their Heart. You immediately feel a sense of connection with the property because of the warm and friendly staff.  You “feel at  home” is the best way to  describe our stay.   Truly an experience to savor and remember.  As I write this review, the concern with Caronavirus is a
 </>
 <>
  …
 </>
</q>"
304,Visit to the Restaurant, March 2020,Dominic Alphonso,5.0,"<q class=""IRsGHoPm"">
 <>
  Was in Agra from 5th to 7th March with my family. We ate at the specialty restaurant Peshawari and ordered the famous Dal Bhukara, Sikandri Raan,  and the Giant Naan. It was an amazing experience. The staff were fantastic and helpful. The ambience was also beautiful. Will definitely visit again.
 </>
</q>"
305,Will go back, February 2020,palasamudram na... v,4.0,"<q class=""IRsGHoPm"">
 <>
  Very pleasant stay ,  quite friendly staff ,good food excellent  service , right location with good ambience , and the manager Ajay would say is the right person who has handled it all well . Hope this would continue and remain the same
 </>
</q>"
306,Gourmet couch review, August 2020,Ansh_Kathpalia,5.0,"<q class=""IRsGHoPm"">
 <>
  The Gourmet Couch from @itcmughal A dining experience that is curated to perfection and prepared with utmost precaution and hygiene. The packing retains the freshness and is of high quality.   We had The following in the non veg package :  • Dal Bukhara • Atishi Murgh Tikka • Agra style mutton biryani with salan • Assorted breads (Pudina naan and onion kulcha) • Gulab jamun •Papad • Salad   Every fish was unique and had it's own charm.  10 on 10 would recommend
 </>
</q>"
307,Packed Food, August 2020,Deependra Mohan,5.0,"<q class=""IRsGHoPm"">
 <>
  Thanks Arun, the food was delicious as usual of Mughal and the service and packing was also perfect in these covid times.  thanks a lot you made my daughter's birthday a wonderful moment for all of us to cherish.
 </>
</q>"
308,Amazing service and food, August 2020,Krati Agarwal,5.0,"<q class=""IRsGHoPm"">
 <>
  In this pandemic we just wanted a small celebration at home.We ordered food from Mughal and as the food was amazing so was the service.  Mr.Amit helped me a lot in making suggestion to the point the food was delivered. He is the right person to guide you and to provide you a great service.
 </>
</q>"
309,Food delivery, August 2020,Adarsh krishnan,5.0,"<q class=""IRsGHoPm"">
 <>
  Delicious We tried the Double Egg Double chicken kathi roll and Subz Biryani from the flavours menu. Delivered hot and tasty. ITC never lets it down in food. Thanks for the wonderful experience and really amazing food
 </>
</q>"
310,Great service and food!, March 2020,Gurvansh,5.0,"<q class=""IRsGHoPm"">
 <>
  We had visited the hotel for dinner. Exceptional service from the doorman to the server at our table!   We dined at Peshawari, their Indian speciality restaurant. The server was very helpful in suggesting some great dishes.   The Tandoori Raan is to die for! It was undoubtedly the best lamb dish I've ever had... A must-try if you are a meat lover.   Would love to go back soon!
 </>
</q>"
311,Food delivery, July 2020,VM F,5.0,"<q class=""IRsGHoPm"">
 <>
  Super Fantastic Food!! We tried their new Gourmet Couch delivery food during our one day visit to Agra. The food was fresh even after half an hour of take away. The packaging was superb. Delicious food Thank you ITC Mughal
 </>
</q>"
312,Excellent hospitality, December 2019,Vaibh Sachdeva,5.0,"<q class=""IRsGHoPm"">
 <>
  Fabulous food, great customer service and five star facility. Nothing more to be said that hasnt been mentioned already by other users. Various choice of brekky &amp; sharp looking staff adds value to this brand.
 </>
</q>"
313,Cake mixing ceremony and Brunch..., November 2019,Arvind Kapur,5.0,"<q class=""IRsGHoPm"">
 <>
  Spent a delightful morning at the beautiful poolside of ITC Mughal. Wonderful ambience, courteous pampering by staff,delicious grilled hors d’oeuvres, followed by a sumptuous buffet brunch! Fabulous.     I did a lunch on October 4th at Hotel Mughal. The food, services were superb. The guests were overjoyed. Kudos Team Mughal.
 </>
</q>"
314,Anil Sen Verma, January 2020,ANIL SEN VERMA,5.0,"<q class=""IRsGHoPm"">
 <>
  Very young Front Desk Ms. Mohita a dynamic with very high skills of communication and hospitality,ITC Mughal,Agra,made our Marriage Anniversary January 2020, Amazing, enjoyable, marvelous ,amusing, fantastic,wonderful, magnificent, splendid, magical, exciting, thrilling, sublime; informalsuper, fabulous,,,,,,,,,,  There was a genuine small issues,but Ms Mohita,met us personally and with in few minutes, Ms Mohita changed the scnaioro   I am Thankful to Management of ITC Luxury Hotels,who have trained the staff with High Quality, Professionally,who knows how to pemper the guests.
 </>
</q>"
