,caption,date,customer,rating,transcript
277,Beautiful Place to Stay, December 2017,Escape744417,5.0,"<q class=""IRsGHoPm"">
 <>
  If you are looking for a good heritage hotel, I would strongly recommend 'The Grand Imperial.' Our Stay at Grand Imperial was awesome. It was our first marraige anniversary and the moment I informed them, I  had never expected that beautiful surprises were awaiting for us. We were welcomed in traditional Indian Style. We have been told that  our room had been upgraded to 'The  Emperor Shahjahan'. A pair of Beautiful Swan, made up of towel, was awaiting for us in the room.. Even the staffs were quite friendly and submissive. And 'Sahaya'.. she was the executive whom we interacted first.. She was so nice to us. This one is for you Sahaya.. ""Good people are like wind, like the sweet aroma of flowers, you may not really see them but can always feel their presence, even if they are
 </>
 <>
  …
 </>
</q>"
278,Old World Charm, December 2017,foodmaniacs,4.0,"<q class=""IRsGHoPm"">
 <>
  This is the only heritage property which us about a century old in Agra. As per the records even Pt.Nehru has stayed here. The Facade is redone a few years back and looms nice, lawns are well maintained and the pool area is beautiful.   I stayed in one of the suites on the ground floor facing the lawn and it was a pretty huge space.4 poster bed , old style wall furniture and lamps. The washrooms are nice and still adorn the 100 year old bath tubs which look like new till now.   But as per my experience and guests feedback who were staying there at the same time this property seriously needs a little more than what is available.The only restaurant looks too dates though the Chef and the food we tried was really good. Staff needs to be well from.ed so as to suit the current
 </>
 <>
  …
 </>
</q>"
279,Faded Glory, November 2017,travelpassion,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in the Grand Imperial Hotel for only one night, in order to visit Agra Fort, the Taj Mahal and Little Taj.  Although warmly welcomed on arrival, we found a lot of the staff to be pretty dismissive and unfriendly, in particular the sole female waitress on duty in the dining room in the evening and again at breakfast, she didn’t break a smile at all and was not very helpful; fortunately her male counterparts were friendly and helpful.  Likewise, I wondered down to reception in the early evening and was completely ignored, not as much as a Namaste, which was the only time we encountered this on our 11-day trip in Northern India.  This hotel is a “Heritage” property but it is very much a case of faded grandeur and needs to up it’s game to compete.  The grounds are well
 </>
 <>
  …
 </>
</q>"
280,Heritage property, December 2017,Mayur1908,5.0,"<q class=""IRsGHoPm"">
 <>
  I have been to quite a few heritage properties in South India but this was my first stay at a heritage property in the North and I was not disappointed. I had booked a standard room. It had a nice heritage feel to it further accentuated by the paintings and the design of the bed. The fittings are a bit old but the work properly. One thing that you notice is the enthusiasm if the staff who always say a namaste when you meet them in the corridor. The chef also personally goes around and seeks feedback during  breakfast which tells you that they take their job seriously. It is a nice experience if one is looking to stay in this historical city
 </>
</q>"
281,"Lovely setting, ambience and rooms, but so much smog", December 2017,FamilyS27,4.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is well located, clean, spacious and there is a serviceable restaurant.  The gardens are beautifully maintained and the pool is large, clean and warm. The only problem is the smog of Agra in December.   However, if you are visiting the Taj Mahal and want to stay overnight, this hotel can be highly recommended.
 </>
</q>"
282,Plesent Stay at Grand Imperial hotel Agra, November 2017,akhilm925,4.0,"<q class=""IRsGHoPm"">
 <>
  A lovely stay, would recommend for couple. rooms were specious and clean. feel of heritage. Front desk staff was very good and cooperative. warm welcome with welcome drink and Garland. Puppet Show setup in evening. Location was easy to approach. Room service was a bit slow. overall lovely stay.
 </>
</q>"
283,"Nice room, but problem at check out", December 2017,Luketown,3.0,"<q class=""IRsGHoPm"">
 <>
  When we booked this hotel trough one of the major booking sites, the confirmation email showed a phone number from a different hotel. How did we found out? We arrived in Agra by train and had not yet organized the pick up from the station (which was something we would not do again) and I called the number in the confirmation email to ask for an urgent pick up.  The guy was really helpful and sent his manager of the travel desk with a driver to pick us up. Did not ask any questions.  When we arrived at the hotel, it turned out it was not the Grand Imperial but a different one. So we asked the driver to bring us to the correct hotel we booked.  Once arrived, check in was fine. Room was really nice, we booked the expensive prince chamber, so not a surprise.  In the afternoon, we
 </>
 <>
  …
 </>
</q>"
284,Old world comfort, December 2017,pisco47,5.0,"<q class=""IRsGHoPm"">
 <>
  We only stayed one night getting up early to see sunrise over taj mahl, spectacular   We loved the hotel feeling like we had stepped in time machine. Our room was furnished in antiques. Food was good. Would recommend
 </>
</q>"
285,Only beautiful, November 2017,Livia V,2.0,"<q class=""IRsGHoPm"">
 <>
  The hotel itself is stunnig however in my opinion not worthy for money.  Service is very slow and staff just ignore you and your request.  It has a great potential however need to improve a lot. I am not sure I will come back in the future.
 </>
</q>"
286,Mehndi Artist, November 2017,Helen M,5.0,"<q class=""IRsGHoPm"">
 <>
  I have just spent a lovely half hour in the garden having some artwork applied to my feet by beautiful young artist Sabiya. She has a dream to become successful in her work so please support her to realise her dream. Such a sweet talented young lady.
 </>
</q>"
287,A taste of colonial India, October 2017,Heather W,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed here overnight on a sunrise and sun set visit to the Taj Mahal on the 28th October when the driver pulled into the Hotel couldn't quite believe it. Staff welcoming, room spacious, clean and comfortable and breakfast relaxed with a good selection. The gardens were lovely would have liked to have stayed longer. Thank you
 </>
</q>"
288,Decent value for money, November 2017,Eliver-Z,3.0,"<q class=""IRsGHoPm"">
 <>
  The room was a very good size, and authentically decorated. The dinner buffet at 800 rupees was a hit, and the breakfast buffet was also good. Do not order western cocktails at the bar, the cocktails were not good at all. Go for something simple or Indian.
 </>
</q>"
289,"Quaint, historic, charming – and a little bit tired", October 2017,Nilindy,4.0,"<q class=""IRsGHoPm"">
 <>
  Tranquil oasis within frenetic surroundings. This lovely heritage hotel that celebrates previous visits by presidents and princes provides spotless, comfortable rooms that look onto the lovely gardens. The kind, welcoming manner of all staff helped us relax prior to the excitement of visiting Agra Fort and, of course, the Taj Mahal.  The large bathroom appeared to be under maintenance and probably retained most of the original fittings which involved using a wooden box to step over the high sided bath in order to shower. This required challenging, high-risk manoeuvres getting out of the bath onto a wet, tiled floor. Water flow from the shower also needed attention.   Good breakfast and dining experiences made all our needs.
 </>
</q>"
290,Old-style charm and calm!, October 2017,Sue F,4.0,"<q class=""IRsGHoPm"">
 <>
  We loved this hotel. Our large room with seating area and spacious bathroom, was cool, clean and comfortable.  The antique furnishings were perfectly in keeping with the whole style of the establishment.  The seating area also opened onto the pool area which was lovely. The pool is  good size and the frangipani trees dropping a bloom here and there give a perfect sense of India. The staff were pleasant and obliging.  The restaurant was rather enjoyable in a slightly dated way - how I longed for someone to get the fabulous chandeliers down and give them really polish and brighter bulbs.  The food wasn't fabulous but perfectly ok, and the mojitos were very good indeed!  Highly recommended.
 </>
</q>"
291,Nice heritage Hotel with some drawbacks, November 2017,N0L0,3.0,"<q class=""IRsGHoPm"">
 <>
  Room with an extra seating area and bathroom are pretty large. You have to keep the windows closed as there is danger of monkeys coming to pester if you don't (small sign in the room with this advise). Comfortable bed and all very clean. I ordered a hair dryer from housekeeping which was delivered within 5 minutes. The air conditioned restaurant was too cold. Good choice on the menu at reasonable prices. There was also a buffet on that evening but we ordered á la carte. WIFI is very poor. We did not have breakfast so cannot comment on this.
 </>
</q>"
292,Quaint heriitage property, September 2017,Chetna1973,4.0,"<q class=""IRsGHoPm"">
 <>
  It’s a quaint old property set around a lawn and has a swimming pool. The rooms have the charm of the old, with bathroom fittings also designed to resemble those of the times gone by.   In the evenings they have a puppet show in the lawns as well as mehndi art on hands which are perfect to keep our young girls busy.  The food, however, is uninspired and could do with improvement.  The service and hygiene levels are good.  If you’re looking for an old fashioned feel hotel, then this is the one for you.
 </>
</q>"
293,Impressive old colonial hotel with wonderful rooms and a very tranquil garden., November 2017,Lynne R,4.0,"<q class=""IRsGHoPm"">
 <>
  Our room opening out onto the peaceful lawn and gardens at the front and the pool at the back was stunning. The dining experience was disappointing and the food was only average. The restaurant itself felt more like a canteen with little ambience and bright lighting. We thought it could be much improved upon. The rooftop seating area is dirty and uncared for but the potential is huge and could  be easily improved. Guests would love to enjoy the rooftop space but as it is they would not.
 </>
</q>"
294,An oasis of calm in a busy city , October 2017,Helen A,5.0,"<q class=""IRsGHoPm"">
 <>
  An oasis of calm in a busy city. After an exhausting overnight train journey of 18hrs we were greeted with  love and kindness by Sahaya who was able to offer an upgrade on our room. Fantastic suite. We needed to rest and this was the perfect place. The pool was clean and refreshing. We had an Indian head massage here too. It was easy to organise a tuk tuk and a guide for the Taj Mahal at reception making the experience easy. Our early morning onward train was delayed by 6 hrs and the duty manager Amit put himself out to make sure we were comfortable, monitoring the delay for us so we could return to bed for a few hours then packed us off in a tuk tuk. This level of service is priceless to weary travellers. Thank you  Room service very good. Buffet looked grey and unappetizing in
 </>
 <>
  …
 </>
</q>"
295,"Conscientious, amid the bustle of Agra", October 2017,Helena P,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in a comfortable and large room, and staff were extremely willing to help. The surroundings are spacious amid the bustle of Agra. Ladies - take the time to meet the ‘henna lady’ and have your hand done!
 </>
</q>"
296,Memorable stay, October 2017,lorrainebrown365,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at the hotel for our wedding anniversary, our room was clean and in colonial style. The staff made our stay memorable and I would like to thank suranya, the henna lady, housekeeping and restaurant staff for making our anniversary a day we will never forget
 </>
</q>"
297,Only Heritage hotel in Agra, October 2017,Bhupendar S,5.0,"<q class=""IRsGHoPm"">
 <>
  I was looking for a perfect getaway from Delhi, my first option was Neemrana fort palace, but while taking many other factors in mind. I decided to come Agra and stay in Grand Imperial hotel. Did I regret my decision ? NO! Would I recommend this hotel to other? YES!  Courteous and polite staff  , well maintained property, easy location, delicious food and evening live sitar and puppet show will make you extend your stay here.
 </>
</q>"
298,For the music, October 2017,Nimitt Karia,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is a luxury hotel but not like Radisson or marriott or ITC types... it is quite traditional and nice. It is located on a busy and noisy road so the need for tree buffer is quite a lot.  The staff is welcoming, courteous and very helpful. This hotel must be chosen for, if not anything, the live music in the restaurant. The Indian classical 77 yrs old sitar player is an amazing musician accompanied by the tabla player and the evening becomes worth remembering for years to come...  He even gifted us a CD of his son’s Sitar rendition.  All in all highly recommended.
 </>
</q>"
299,Character and style, October 2017,LocalTouristNZ,4.0,"<q class=""IRsGHoPm"">
 <>
  This is a hotel to stay at if you appreciate history, character and something a little bit different. Built in 1904, there is a lot to admire in the architecture and furnishings from the floor tiles to heavy wooden doors and gorgeous furniture. Sure the plumbing could be better but how often do you get to lock your room with a big brass padlock? The staff were friendly and very helpful and the gardens and pool beautifully looked after. The hotel is on a busy road but it feels like a little oasis.
 </>
</q>"
300,Avoid , October 2017,Lydia P,2.0,"<q class=""IRsGHoPm"">
 <>
  I usually don't like to give bad reviews to hotels - I can always find silver linings in places I stay at.  But I honestly cannot recommend this hotel. The buildings have charm but are decrepit and not well taken care of. The room itself is ok - large and comfortable bed - although quite dark as the window faces the hallway - but the bathroom is old and could do with some refreshing. There is a strong sewage smell by the pool. Worst of all though is the service: the front desk is all but helpful in making travel arrangements (actually it was even a bit difficult to communicate in English), the rest of the staff doesn't really go out of its way to help you out...  A shame since the Grand Imperial has the potential to be a great property.
 </>
</q>"
301,Feels the Heritage is Here, September 2017,Yudi009,5.0,"<q class=""IRsGHoPm"">
 <>
  Very nicely constructed and it gives you the feel you were in old times. Definitely must visit and it's very near to markets.  You can easily hang around nearby places. Staff is very nice and they provide beautiful gesture to Thier customers.
 </>
</q>"
302,Grand and peaceful , September 2017,Jane W,5.0,"<q class=""IRsGHoPm"">
 <>
  We liked the staff who were friendly and helpful and quick to respond before booking . The hotel is on a busy road but quiet with lovely gardens and a sizeable pool kept nice and clean. The building is a grand colonial building and beautiful. Our room was palatial and the fourposter bed very comfortable.  We took a auto rickshaw from outside with Gafur - he was a great driver, great English , informative and patiently took us to Taj for sunrise and sunset and around. He was courteous and did not try to rip us off. Very recommended.
 </>
</q>"
303,Beautiful heritage colonial hotel, September 2017,Steve P,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed for two nights in the princess suite, a room which backs onto the pool at one side and overlooks the garden at the other. Either way the view is rewarding. This is not a hotel trying to emulate the big city chains, it's an honest traditional indigenous part of India. The service and the ambience will stay with you long after you return to the UK. It's got a great little bar (large kingfisher 350rupees), the restaurant is excellent and far more superior than local restaurants. A typical meal will cost 700rupees. All of the staff will do their level best to ensure you have a wonderful stay, from the welcome garlands to serving your food and preparing you for your journey onwards, there is personal touch to make you feel special which sets them apart from other Agra
 </>
 <>
  …
 </>
</q>"
304,Marvellous services , September 2017,Rajsahni,5.0,"<q class=""IRsGHoPm"">
 <>
  We have been to this property which is the oldest heritage property and well maintained. The staff was really polite and helpful.  Specially Ms.  At front office and she ensured that our stay with them will be most delighted and comfortable and she was really soft spoken.  They have complimentary puppet show which starts at 0700 pm and it is worth watching.  All iconic places from this property are easily accessible that includes Taj Mahal n fort plus markets .  Rooms are tidy and clean along with lavatories.  We had really good time and enjoyed our stay with them &amp; listed them on the top list of our hotel preference in Agra.  We wanted to book a heritage hotel to see the real beauty of Agra rather than check-in some five star brand which might be boring and usual in the
 </>
 <>
  …
 </>
</q>"
305,Well maintained heritage hotel which is well located in agra, September 2017,Devashish Sarin,4.0,"<q class=""IRsGHoPm"">
 <>
  We went to the grand imperial for a one night stay as a weekend getaway from NCR. The stay was nice, the hotel has a lovely heritage feel to itself and the staff has maintained it well. We had dinner and complimentary breakfast at the restaurant and the food quality was nice. Staff was courteous.
 </>
</q>"
306,Peaceful heaven, August 2017,mariannecresson,5.0,"<q class=""IRsGHoPm"">
 <>
  Very nice hotel , large rooms and great bathroom. Veg and non veg breakfast. Pleasant pool after visiting Taj Mahal. Nice service to customers. Late departure accepted, great when you travel for one day.
 </>
</q>"
307,Fine , November 2016,enzyme25,3.0,"<q class=""IRsGHoPm"">
 <>
  * Nice hotel but poor breakfast  * Pool area was poor - there were stones everywhere which were then at the bottom of the pool * Staff were lovely and really helpful  * Accommodation was comfortable  * Mini bar was reasonable
 </>
</q>"
308,A great stay in a Heritage Hotel, August 2017,Marion L,5.0,"<q class=""IRsGHoPm"">
 <>
  Great hotel, gardens and swimming pool, excellent courteous staff  and good restaurant. It was great to relax in heritage surroundings and enjoy the ammenities after a hectic day in Agra. Large rooms, tidy and clean. Good value for money.
 </>
</q>"
309,Amazing heritage hotel , August 2017,jardz94,5.0,"<q class=""IRsGHoPm"">
 <>
  I loved staying here and the old fashioned feel to it! Would stay here again. The room was nice, comfortable, clean and spacious. I loved the view of the courtyard from outside my room and the pool was so pretty. I was a solo traveler and felt extremely safe here as the door is so secure there's even two rows of doors.  The water from the shower smelt of metallic/rust smell but after running it for about 5 minutes it disappears. Besides that can't fault anything and will be back next time I'm in agra!
 </>
</q>"
310,Would have been excellent but the pool was closed!, June 2017,eatlivego,4.0,"<q class=""IRsGHoPm"">
 <>
  What a fabulous old building with a wonderful feel, our room was gorgeous as was the bathroom, all the staff were very pleasant and we had a lovely welcome. It was very hot during our stay and we were extremely disappointed that the hotel pool was closed for maintenance., it was one of the reasons for choosing the hotel.  It was lovely sitting on the grass having a drink in the evening before dinner.  The food was good but not outstanding.  I would certainly recommend this hotel and if we were to go back to Agra again would certainly stay here.
 </>
</q>"
311,Disgusting, July 2017,M M,1.0,"<q class=""IRsGHoPm"">
 <>
  Stay was disgusting as there was no light in the bathroom , food price was extremely high , food was not good and no proper management is there in the evening. I had to come out from my room for 4 times. I wouldn't recommend to stay here at all
 </>
</q>"
312,Heritage paradise amid busy city, August 2017,Victor Arca,4.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is very good. The best is the aesthetic and the staff. Extremely nice and helpful people. The rooms are quite big and nice with truly vintage furniture. The only thing that needs to be fixed is the bathroom fittings; the hot water works perfectly, but the union between the showerhead and the tube was messy and a lot of water was dropped out of the shower. Nice restaurant with nice food and extremely nice garden to sit and chill with some drinks. However, I think it is a bit expensive compared with other hotels in the area.
 </>
</q>"
313,Hotel from English Era, September 2016,catchgarg,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent rooms and decor with very clonial look. The best part was hospitality. The staff from reception to restaurant was very courteous. In all I must say that it's worth every penny to try this hotel when you are in Agra.
 </>
</q>"
314,Wonderful stay and wonderful staff !!, August 2017,GLORIA JOSEPH,5.0,"<q class=""IRsGHoPm"">
 <>
  We decided to spend the long weekend of Independence Day in Agra. It turned out to be one of the most relaxing holiday we have ever had, that too in a 100 year old property built in the British era.   It is indeed a beautiful place to stay and our suite was so huge, beautifully done with the original four poster bed, lovely murals, the bath tub and washbasin of yesteryear. We did not want to move out of our suite, it was pleasant and impressive.We kept imagining all the royals who had stayed in our suite in the past and it was real fun. We saw all the signatures of the important people who had stayed at the property.  The big lawn was nice to relax and the puppet show was there too. Food was ok, not that great, need some improvement in that area. The pool was real nice and we
 </>
 <>
  …
 </>
</q>"
315,Best Hotel In Agra, June 2017,Dheeraj K,5.0,"<q class=""IRsGHoPm"">
 <>
  Best hotel in Agra.Staff is well trained . Rooms are very good. Staff is so welcoming. Pool is nicely maintained. Service is super.I like the fountain in lawn.Managers are personally meet the every guest.Try to come again with my max group.
 </>
</q>"
316,Beautiful staff, July 2017,Ekta M,5.0,"<q class=""IRsGHoPm"">
 <>
  we were there for the birthday celebration... the front office staff was very nice ..had a very great and comfortable stay..the hotel is very beautiful and the room was also very good ... see you again guys ... thanks for the hospitality ...
 </>
</q>"
317,Amazing hotel in Agra, May 2017,InLadySg,5.0,"<q class=""IRsGHoPm"">
 <>
  We arrived in the morning and the staff allowed us to check in early. We were so thankful to be upgraded to a bigger and beautiful suite (Chamber of Princes) with bath and direct access to the pool. The decor and furniture were very tastefully done providing a wonderful setting. This heritage hotel has a well-maintained courtyard, staff was friendly and helpful. In the evening, they had a small flea market and live traditional music which was soothing. We wish we have stayed longer to appreciate the amenities.  We could easily get a Tuk Tuk just outside the gate, to visit the markets, Taj Mahal, and other interesting sites. We didn't ask if they have a tour package that includes tour guide. If we come to Agra again, we would explore with a Tour guide.
 </>
</q>"
318,Superb stay, July 2017,अभिषेक श,4.0,"<q class=""IRsGHoPm"">
 <>
  The property is good staff is very Friendly and responsive rooms are good overall it was a good experience and value for money. It was my second visit but I  was amazed that they still remembered me.keep it up
 </>
</q>"
319,excellent suite with direct access to the pool.., October 2016,Jagoda_Buczak-Singh,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a very well maintained and run, mid-range heritage property (British Raj era) in the heart of Agra. We (my husband and I) were pleasently surprised when we were upgraded to the very spacious and well kept ""Ashoka Suite"", with direct access to the pool.  We liked the buffet style dinner with a live Rajasthani Musical performance. Breakfast was adequate. We swam, lounged about, and sampled their poolside bar and food service in the pool area....which was accessed directly by our suite's lounge area :)  The Grand Imperial is also close to the Taj and the Agra fort, making it an ideal night over at Agra.
 </>
</q>"
320,Value for money.  Superb experience , July 2017,Avik Mukherjee,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is real value for money.  Really Superb experience. Superb welcome with welcome drink and garland.  Good and spacious rooms. We can all the basic needs you want as a traveller.  Simply superb.
 </>
</q>"
321,Great value for price, July 2017,VICTORIA M,5.0,"<q class=""IRsGHoPm"">
 <>
  Specific negatives:  NA  Specific positives: They upgraded us for free and gave us a room that had a back door opening out to pool area.  Room was massive. Everything was clean. Nice premises. Good facilities, which all worked. Wifi and hot water worked. Nice restaurant with friendly waiters.
 </>
</q>"
322,The Heritage property at agra --The Grand Imperial, June 2017,duamanish16,5.0,"<q class=""IRsGHoPm"">
 <>
  It was awesome to be at Agra this time around ..  stayed at The Grand Imperial for the first time. Great Hospitality . Excellent food and of course the welcome you ll get. The people at hotel were warm n humble . Would love to be there with my family next time .
 </>
</q>"
323,One night Agra stay, July 2017,Greg E,4.0,"<q class=""IRsGHoPm"">
 <>
  The Grand Imperial Hotel in Agra looks and feels like what India would have been like at the peak of English rule. It's a grand old building but in some ways it is showing it's age with some amenities needing some upgrade or maintenance. The staff were excellent and friendly, a nice massage helped the sore body after a long day on the feet. Restaurant is also dated but nice food
 </>
</q>"
324,"Too good hospitality and rooms, value for money!!!", July 2017,Ayushi11,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in this hotel for one day.. Rooms are very beautiful with maintaining the traditional look... Staff is very polite and helpful.. Food is very delicious (breakfast) it is value for money. Only think which I didn't like is their pool it was small and water was not cold.. Rest everything is too good. I'll definitely recommend it
 </>
</q>"
325,A property worth staying in, June 2017,Amit N,4.0,"<q class=""IRsGHoPm"">
 <>
  Stayed at this property. The hotel is nice with colonial era touch. Staff is very courteous and always helping. The food isn't very exciting though. Still, I'd like to stay here again. Poolside is beautiful and they often have live performances in evening...
 </>
</q>"
326,You forgive it's shortcomings, December 2016,Janine058,4.0,"<q class=""IRsGHoPm"">
 <>
  We arrived in Agra at the start of our trip and I'm so glad we picked this hotel. It feels like you have arrived at the beginning of an historic, atmospheric adventure. It may be a bit old and creaky around the edges but you're in India !! The bathroom was a huge room with a very old bath and odd touches but it was quite fitting and very comfortable...getting you used to the assault on the senses that wonderful India is. The restaurant and buffet by the way is excellent. A much better choice than a hotel could stay in anywhere in the world.
 </>
</q>"
327,Good experience, June 2017,Romit_RDX,4.0,"<q class=""IRsGHoPm"">
 <>
  The hotel property is well managed and clean. The swimming pool was good. The house keeping staffs were good and friendly. however had a weird experience where about 5 staffs came and objected to me for wearing pure nylon t-shirt. Either they did not know or they need to be coached properly. Apart from this incident , everything was good. Thank  you team for making my stay such a wonderful one.
 </>
</q>"
328,We loved our stay here!, June 2017,FemaleNomad44,5.0,"<q class=""IRsGHoPm"">
 <>
  After being in Delhi in the heat and being harassed we found this hotel to be a bit of a haven!  We arrived early from our train ride, hours before check in and we're welcome with big smiles.  The rooms were large, spacious and comfortable. We had all the amenities except a fridge but we didn't mind at all.  The pool was an oasis in a bush city and very much appreciated. The resident squirrels were a highlight.  The food was awesome and staff very accommodating. We got all this plus an old heritage building charm for a bargain price!   Couldn't fault it for the money we paid. We would have stayed another day if we hadn't booked forward travel.  Highly recommend for budget/mid range tourists.
 </>
</q>"
329,Fabulous, May 2017,Marian D,5.0,"<q class=""IRsGHoPm"">
 <>
  We were upgraded to a suite room overlooking the pool with a four poster bed. The room was huge, as was the bathroom, all immaculately clean. The pool was a good size &amp; quiet. We ate all our meals in the large restaurant which were of good quality &amp; beer available. The coffee was especially good. The staff were all friendly &amp; helpful. Recommend getting up at dawn to go to the Taj - quieter &amp; cooler.
 </>
</q>"
330,Fantastic Heritage hotel with the kindest most helpful staff I've ever had the pleasure of meeting, April 2017,Deborah F,5.0,"<q class=""IRsGHoPm"">
 <>
  We were absolutely speechless when we arrived at the hotel, it was so grand and luxurious with its stunning artwork, green lawns, warm welcome and room upgrade, which was much appreciated.  Our room opened out to the poolside, with a beautifully furnished room with a gorgeous 4 poster bed and huge spacious bathroom.   The staff provided fantastic hospitality and I was very pleased by how quickly they were able to arrange for a doctor to visit my partner when he became unwell. He was treated in less than an hour. I was extremely touched by their level of concern and attentiveness in the care of my partner.  I would absolutely love to return again some time in the not so distant future.  Thanks for a wonderful stay, your kindness and warmth is by far one of my most fondest
 </>
 <>
  …
 </>
</q>"
331,Excellent spacious rooms in a Colonial Style Hotel, December 2016,Daltonian,4.0,"<q class=""IRsGHoPm"">
 <>
  Lovely restaurant and staff great - good prices and pool would have been a boon had weather been warmer - close to the Taj too. There is not much to see in Agra itself but Fatiphur Sikri (50 km out of town) is an excellent place to visit.
 </>
</q>"
332,Excellent Heritage  hotel , May 2017,Atul S,5.0,"<q class=""IRsGHoPm"">
 <>
  i just loved the overall stay here. all the services provided were extremely perfect . it was a safe and leisured experience for me.  i would love to visit the hotel again and again.food was good .Rooms were clean and comfortable and had a pleasant ‘old style’ atmospheres.and i would like to specially thank you Rakesh, Siddharth and jyoti(staff) for being so nice to me
 </>
</q>"
333,Best Heritage hotel Agra , April 2017,Butlerfamilytravel,5.0,"<q class=""IRsGHoPm"">
 <>
  My husband and I journeyed  to Agra and stayed  3 nights  in this Grand hotel.  While many might want to be where the other tourist hotels were , closer to the Taj , the Grand Imperial  is in the town  but its only a 300 rupee tuk tuk ride to where you want to go. What a delightful  experience  we had. The staff  were very friendly and helpful at all times.  It was our wedding anniversary and the restaurant went that little bit further by presenting us with a cake which we realy  appreciated. Sunayah at reception  was so sweet and helful. The internet wouldn't  work for me and she spent considerable time to solve the problem.  The room ( chamber of Princes) was enormous  and was  lovingly appointed with heritage furniture and cultural hangings. The high roof kept things cool and
 </>
 <>
  …
 </>
</q>"
334,"A ""Fine Gem"" amidst the city of beautiful monuments", May 2017,libra83rocks,5.0,"<q class=""IRsGHoPm"">
 <>
  I chanced upon the hotel when looking for a peculiar kinda day long package for a mix of official and personal reason... And am VERY GLAD THAT I DID!!! The hotel offers a royal experience not just in their service but in their ambiance, food and quality of services.  We had a day long trip to Agra, in a this scorching summer because we wanted to see the sunrise at Taj, but our stay was made extremely comfortable.  The grand Imperial, Agra, welcomes its guests in the true traditional indian way. The first look of the hotel is that of a grand colonial bungalow with beautifully manicured gardens and beautiful red tiled corridor, with antique artifacts adorning the corners. The vibration of the place is that of tranquility with the air of the reception area filled in with the lovely
 </>
 <>
  …
 </>
</q>"
335,Heritage hotel with lovely garden and pool, May 2017,PKCD,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a beautiful hotel and the staff are all very welcoming and courteous. We had a very spacious room with dressing area and lovely old style bathroom with bath tub. The pool and garden areas are well maintained and there is a spa. Our room was outstanding value for money, although the restaurant food and drinks were more expensive than in similar hotels elsewhere in India. The hotel advertises a travel desk but they were unable to book tickets for onward travel.
 </>
</q>"
336,"Amazing place- great staff, perfect pool for the heat.  ", May 2017,Jared P,5.0,"<q class=""IRsGHoPm"">
 <>
  I really loved this hotel. Our favorite thus far. The reception attendant was extremely helpful, even assisting my daughter to tie her Saree correctly.  My highlight was the pool, extremely beautiful, cool in the heat, and beautiful gardens around it are very well-maintained. I hope to return. Agra is busy, but really wonderful artisan work all around.  I could not resist purchasing some marble work, and a carpet.
 </>
</q>"
337,Terrible disappointment, April 2017,Tommy B,1.0,"<q class=""IRsGHoPm"">
 <>
  Five out of the six hotels in India and Sri Lanka chosen by Trailfinders UK for our private tour were of excellent top-quality, but unfortunately the Grand Imperial in Agra was a terrible disappointment not worth and far below the advertised standard. It may have a splendid history, but paying customers expect a bit more than that today. Bedrooms and bathrooms are dated and in desperate need of being refurbished. A sign in the bathroom requests you to wait 2 min. for hot water; both in the evening and the following morning we waited 20 min. but not a drop of hot water appeared. Very poor service: we booked and prepaid a triple room. When going out for dinner we requested to add the third bed and respective accessories, exactly as we did in the other 5 hotels in Delhi, Jaipur and
 </>
 <>
  …
 </>
</q>"
338,Aesthetically pleasing , April 2017,Rajnissh N,5.0,"<q class=""IRsGHoPm"">
 <>
  I have chosen this place after much consideration to celebrate my 1st anniversary in the city on 29th April . I was bit skeptical while booking but the moment one enter the doors of The Grand Imperial all the doubts vanish in thin air , they welcome you warmly with open hearts.  I would like to mention Manveer , Jyothi , Devender have made my anniversary dinner memorable they all are amazing host , they shall not leave any stone unturned to make you comfortable and enjoy delectable food.  I would also like to thank Saurabh , Santosh and not to miss Uday Bhan who used to keep our room ""Aurangzeb"" fresh and welcoming , Uday Bhan has really kept the value of taking care of guest with utmost value and care .  I vouch for this property and people to make the stay memorable. I'll be
 </>
 <>
  …
 </>
</q>"
339,Charming Hotel, February 2017,whitehall121279,5.0,"<q class=""IRsGHoPm"">
 <>
  We were on a tour and stayed at this hotel for one night only.  Overall we had an excellent experience and I would have no hesitation in recommending a stay at this ‘Heritage Hotel’.  Rooms were clean and comfortable and had a pleasant ‘old style’ atmosphere.  We found the staff attentive and helpful. The hotel grounds and pool of the hotel are well maintained and were of an excellent standard.  The breakfast provided was very good in terms of quality and choice.
 </>
</q>"
